epoch,loss,val_loss
0,0.383185599242,0.270261654047
1,0.312088643686,0.257753330618
2,0.290954351476,0.234218021655
3,0.280972354493,0.245133558856
4,0.252229296033,0.211815876207
5,0.247730311907,0.214631082142
6,0.240566063698,0.204228949881
7,0.236859686698,0.227254314337
8,0.234060116183,0.202993403728
9,0.221042664138,0.20319879926
10,0.219424804871,0.1908712248
11,0.217960384899,0.192619896466
12,0.217248128542,0.188454231166
13,0.216158027385,0.188172496321
14,0.209950350839,0.183883143314
15,0.209511463757,0.184074671516
16,0.208813373544,0.188856559934
17,0.20827565457,0.183490827849
18,0.207988545271,0.184397344829
19,0.205098821436,0.181870360256
20,0.204365240328,0.183497882199
21,0.204413153816,0.181838686426
22,0.204138975399,0.183131468933
23,0.203690519771,0.180081069903
24,0.20226515978,0.180411361735
25,0.201981196091,0.180377533842
26,0.201693043123,0.179969170519
27,0.202119887511,0.180255201638
28,0.201918466277,0.180155721863
29,0.200811315394,0.179461109672
30,0.200723817118,0.180169414164
31,0.201194148182,0.180026056858
32,0.200725883614,0.178983067067
33,0.20047393239,0.179105625122
34,0.199945522739,0.1789306061
35,0.200092031448,0.179234757937
36,0.199930178454,0.179078536885
37,0.199989754069,0.178825581007
38,0.200178545311,0.179425285544
39,0.199706717268,0.178546811876
40,0.199670697784,0.179062670639
41,0.199509826395,0.178938501865
42,0.19951110726,0.178563308907
43,0.199632651024,0.17873758477
44,0.199659218067,0.178836879049
45,0.199344698431,0.178652056983
46,0.199465840817,0.178832526086
47,0.199268194405,0.178607751273
48,0.199497417289,0.178771499395
49,0.199234986449,0.178592988081
50,0.199390588489,0.178607092206
