epoch,loss,val_loss
0,0.592721022375,0.583417069951
1,0.547960084143,0.489938709349
2,0.543032211317,0.486355824303
3,0.53794757081,0.527666216709
4,0.504114508157,0.4735234366
5,0.500386307137,0.476901875498
6,0.499020760476,0.483453042035
7,0.496872275761,0.485615097872
8,0.494119352852,0.470582768137
9,0.483100821419,0.450698336801
10,0.481399069598,0.455091935562
11,0.480513250518,0.449704609791
12,0.479981912012,0.446002257469
13,0.479461256431,0.456343833939
14,0.473930295858,0.452223117998
15,0.47346315299,0.444704106935
16,0.472881841895,0.448245300966
17,0.472268618192,0.454438421554
18,0.471494357711,0.456171149077
19,0.469657513045,0.443119807231
20,0.468624349417,0.454149915984
21,0.467822850935,0.450697654545
22,0.46788918315,0.445659545545
23,0.467699462727,0.446451773772
24,0.465945116522,0.443606385066
25,0.466248944402,0.445319967867
26,0.466020264007,0.446873357821
27,0.466210335507,0.44484921359
28,0.465727606519,0.440910749977
29,0.465204720289,0.444653103466
30,0.464668956371,0.439521009335
31,0.465247167358,0.443573793098
32,0.465176713639,0.441463608108
33,0.464495121691,0.442520775652
34,0.464363919751,0.446327842028
35,0.464557365876,0.444541855435
36,0.464063807924,0.441771554426
37,0.464040292459,0.443342640608
38,0.463822245289,0.442007780328
39,0.463967958538,0.443276442843
40,0.463534846961,0.442551752804
41,0.463850151489,0.441200171796
