epoch,loss,val_loss
0,0.664568946684,0.622963682053
1,0.632966282242,0.713859857449
2,0.62846200993,0.585584986926
3,0.629542658186,0.588514276336
4,0.591067758794,0.645207726753
5,0.587341697573,0.626816169205
6,0.585601489944,0.56858872569
7,0.584071545372,0.553894799009
8,0.583652643727,0.557755466628
9,0.563740898885,0.546435045216
10,0.562408932055,0.556507463779
11,0.561434587836,0.568296949427
12,0.561001468631,0.549308611071
13,0.559999939514,0.564526863924
14,0.547675942737,0.542394316913
15,0.546707902634,0.532021331938
16,0.544890641768,0.547260051798
17,0.543481840001,0.522238252667
18,0.540620404002,0.544414112923
19,0.532686878292,0.513179172161
20,0.531924782334,0.520472577242
21,0.531111098767,0.519611385924
22,0.530565413716,0.535825981913
23,0.529010889468,0.510881691115
24,0.525571565452,0.506930984219
25,0.525308942928,0.512658278899
26,0.525849065088,0.516384400766
27,0.524482311824,0.511791839464
28,0.524744204245,0.508445020545
29,0.522335409128,0.506438735679
30,0.521907904861,0.50761202822
31,0.520768142604,0.506398304366
32,0.521291907692,0.507701168988
33,0.521189501741,0.510545060566
34,0.519052220546,0.504378277752
35,0.518751175661,0.503657747474
36,0.519001720352,0.502365123491
37,0.518346920738,0.504849324313
38,0.517605477536,0.502011658326
39,0.51706925405,0.500474826829
40,0.516956682976,0.5024274725
41,0.516889924528,0.502690818185
42,0.516455079223,0.502931356295
43,0.516962206185,0.502536443121
44,0.515566359765,0.503056097922
45,0.515785889321,0.503086819047
46,0.515095673042,0.503214435118
47,0.516068488779,0.502377787441
48,0.515559108065,0.502236716898
49,0.514920079156,0.502217959004
50,0.514769636148,0.502166399293
