epoch,loss,lr,val_loss
0,0.443568475216,0.001,0.392048708979
1,0.389356929989,0.001,0.349632859411
2,0.358518457248,0.001,0.325002253527
3,0.341923296586,0.001,0.311861984674
4,0.333013108738,0.001,0.315577864062
5,0.326503173982,0.001,0.296208055831
6,0.321839956944,0.001,0.28911578154
7,0.317301113339,0.001,0.288012631892
8,0.314282046716,0.001,0.291638409622
9,0.312003098381,0.001,0.278937621838
10,0.30998198936,0.001,0.290063201764
11,0.308263330423,0.001,0.281781070714
12,0.306849746067,0.001,0.285134359515
13,0.305886631064,0.001,0.281200829757
14,0.304610477727,0.001,0.273513759271
15,0.303512191428,0.001,0.287119782075
16,0.302316939682,0.001,0.276948662854
17,0.301879721807,0.001,0.273756100263
18,0.301240391679,0.001,0.275668539763
19,0.299696748862,0.001,0.271435845162
20,0.299406014212,0.001,0.280447351485
21,0.298500761115,0.001,0.271018104683
22,0.297465476304,0.001,0.268157093885
23,0.296750717421,0.001,0.273502592389
24,0.296084338448,0.001,0.266276884266
25,0.296100226789,0.001,0.267526270109
26,0.294779809868,0.001,0.26644337885
27,0.294466889789,0.001,0.260745979957
28,0.292312227299,0.001,0.268947310497
29,0.290911473201,0.001,0.267646848673
30,0.289043094588,0.001,0.259460303983
31,0.287903888759,0.001,0.261837714008
32,0.286876399237,0.001,0.257274455977
33,0.285881088792,0.001,0.26073500622
34,0.285147327308,0.001,0.258273874268
35,0.284507753631,0.001,0.258242477485
36,0.284223869956,0.001,0.257565708837
37,0.283723568586,0.001,0.257408844718
38,0.283494324268,0.001,0.262400601216
39,0.28180447191,0.0009,0.256682645382
40,0.281201050702,0.0009,0.256819348719
41,0.28087213677,0.0009,0.258187970165
42,0.280468548889,0.0009,0.254396626941
43,0.280576024057,0.0009,0.257291228777
44,0.280279371666,0.0009,0.2617244135
45,0.279888743619,0.0009,0.256392434398
46,0.279497290925,0.0009,0.25868603514
47,0.279341571273,0.0009,0.258494016414
48,0.279000121287,0.0009,0.253323507692
49,0.278875952165,0.0009,0.252129366584
50,0.278777167621,0.0009,0.258561487867
51,0.27841225691,0.0009,0.261665639385
52,0.278127892082,0.0009,0.259801245953
53,0.277893278988,0.0009,0.254207753598
54,0.27791968804,0.0009,0.259918319573
55,0.277508919026,0.0009,0.253805565416
56,0.276165159429,0.00081,0.251946233437
57,0.276200137897,0.00081,0.257480644325
58,0.275909857468,0.00081,0.253596757162
59,0.275630702431,0.00081,0.255266586086
60,0.275843294525,0.00081,0.255156530776
61,0.275198039907,0.00081,0.251915424218
62,0.275295804913,0.00081,0.257604524448
63,0.273988325451,0.000729,0.253265069836
64,0.274670342258,0.000729,0.254145532846
65,0.274032489117,0.000729,0.256913658288
66,0.274039564082,0.000729,0.249287917868
67,0.273742570718,0.000729,0.255029475505
68,0.273870309515,0.000729,0.248767131105
69,0.273504063374,0.000729,0.250492708734
70,0.273428184952,0.000729,0.249866334852
71,0.273588320828,0.000729,0.255568203892
72,0.273417203994,0.000729,0.247490319142
73,0.273121203151,0.000729,0.248315054125
74,0.273191939188,0.000729,0.256143653237
75,0.273085153163,0.000729,0.253470811937
76,0.272934927932,0.000729,0.250003747381
77,0.272886070772,0.000729,0.250518851409
78,0.272831762023,0.000729,0.253461358038
79,0.272377273081,0.0006561,0.25114823534
80,0.27211923041,0.0006561,0.249841293444
81,0.271576071057,0.0006561,0.248948134656
82,0.27177138321,0.0006561,0.249145182712
83,0.271879568616,0.0006561,0.246540157043
84,0.27205782159,0.0006561,0.248833757844
85,0.271298091539,0.0006561,0.247971278725
86,0.271701195541,0.0006561,0.24935143074
87,0.271850570807,0.0006561,0.246597311245
88,0.271366570766,0.0006561,0.253557528186
89,0.271612292301,0.0006561,0.245457578718
90,0.271408474784,0.0006561,0.250333707903
91,0.271293891576,0.0006561,0.249388743883
92,0.270960148161,0.0006561,0.250535872802
93,0.271396005034,0.0006561,0.254517237212
94,0.271056959936,0.0006561,0.251251704255
95,0.271401661159,0.0006561,0.25125866078
96,0.27001475607,0.00059049,0.253647349582
97,0.270417386739,0.00059049,0.247655686677
98,0.270293840105,0.00059049,0.249398979311
99,0.270256517569,0.00059049,0.246162201913
